id,sentence,tane,henkei,tane extraction,henkei extraction,tane match,henkei match,tane match2,henkei match2,type,thres
30291,「もう捨てる」と、申すTERU。,もう捨てる,申すTERU,,,,,,,,
30292,本書く獅童が、本格始動。,本書く獅童,本格始動,,,,,,,,
30293,ガンダム、ウガンダ向かう。,ガンダム,ウガンダ向かう,,,,,,,,
30294,日本じらす、ホンジュラス。,日本じらす,ホンジュラス,,,,,,,,
30295,錦織、サーブに凝り。,錦織,サーブに凝り,,,,,,,,
30296,孟子、碁の申し子。,孟子、碁,申し子,,,,,,,,
30297,裏関東の球場で三浦、完投。,裏関東,三浦、完投,,,,,,,,
30298,高知市内でコーチしないで！,高知市内,コーチしないで,,,,,,,,
30299,「文句聞く？」、「いいねモンク聴く」,文句聞く,モンク聴く,,,,,,,,
30300,壮行会の構想公開。,壮行会,構想公開,,,,,,,,
30301,郷、IMAGICAとの契約合意間近。,郷、IMAGICA,合意間近,,,,,,,,
30302,先制点取ったから、先生点ください。,先制点,先生点,,,,,,,,
30303,網走で、ABBA知り。,網走,ABBA知り,,,,,,,,
30304,見返りを求めない美佳、絵理は求める。,見返り求め,美佳、絵理求める,,,,,,,,
30305,謙譲語習いに見城、go！,謙譲語,見城、go,,,,,,,,
30306,エリトリア行って、絵里取り合いって・・・。,エリトリア行って,絵里取り合いって,,,,,,,,
30307,大バカもんの大場、comeon！,大バカもん,大場、comeon,,,,,,,,
30308,解散地は、中居さんち。,解散地,中居さんち,,,,,,,,
30309,任天堂とお前の顔にてんどう！,任天堂,にてんどう,,,,,,,,
30310,やる気なしのボーイに、チップをやる木梨。,やる気なし,やる木梨,,,,,,,,
30311,爽やかな伊代に澤妬かないよ。,爽やかな伊代,澤妬かないよ,,,,,,,,
30312,長州から金を徴収。,長州,徴収,,,,,,,,
30313,まつりなが行った祭りな。,まつり,祭りな,,,,,,,,
30314,さ、支払いは指原に任せよ！,さ、支払い,指原,,,,,,,,
30315,休日、グレート・カリはGLAYと狩り。,グレート・カリ,GLAYと狩り,,,,,,,,
30316,9対3で負け一休、退散,9対3,一休、退散,,,,,,,,
30317,放送作家たちがやりすぎ、暴走サッカー,放送作家,暴走サッカー,,,,,,,,
30318,ボンドガールの手にボンドがある,ボンドガール,ボンドがある,,,,,,,,
30319,ジュールの本を杏樹、売る。,ジュール,杏樹、売る,,,,,,,,
30320,シーケンサの、厳しい検査。,シーケンサ,厳しい検査,,,,,,,,
30321,「唐川良い」と言うKARA、可愛い。,唐川良い,KARA、可愛い,,,,,,,,
30322,3回表になったらオッサン、貝を持て！,3回表,オッサン、貝を持て,,,,,,,,
30323,船のイカリを買ったらフネの怒りをかったタラ。,船のイカリ買ったら,フネの怒りかったタラ,,,,,,,,
30324,救済措置で、9歳ソチへ。,救済措置,9歳ソチ,,,,,,,,
30325,多久市で卓志に託し。,多久市,卓志託し,,,,,,,,
30326,代打教師の案にジェダイ、妥協し・・・。,代打教師,ジェダイ、妥協し,,,,,,,,
30327,永里優季に要るのは、長さと勇気。,永里優季,長さと勇気,,,,,,,,
30328,あるてっさを食べた、アルテッサ。,あるてっさ,アルテッサ,,,,,,,,
30329,創価高は競馬の予想、書こう！,創価高,予想、書こう,,,,,,,,
30330,BOSEのmasterpieceゲットし坊主のマスター、ピース！,BOSEmasterpiece,坊主マスター、ピース,,,,,,,,
30331,倖田來未の子を抱く、みの。,倖田來未,子を抱く、みの,,,,,,,,
30332,スガダイのファンは春日だい！,スガダイ,春日だい,,,,,,,,
30333,野球しようぜ、やー急に言われても。,野球,やー急に,,,,,,,,
30334,リンジーローハンが、臨時同伴。,リンジーローハン,臨時同伴,,,,,,,,
30335,ジョーイの好きな、騎乗位。,ジョーイ,騎乗位,,,,,,,,
30336,「売った絵、掛けろ！」と、訴えかけろ。,売った絵、掛けろ,訴えかけろ,,,,,,,,
30337,お土産品を盗むおみや、下品。,お土産品,おみや、下品,,,,,,,,
30338,オーバーエイジに触れる、大場英二。,オーバーエイジ,大場英二,,,,,,,,
30339,明子姉には、飽き来ねぃ。,明子姉,飽き来ねぃ,,,,,,,,
30340,相撲部屋に住もうべや！,相撲部屋,住もうべや,,,,,,,,
30341,暗い、ドライと言われるクライド・ライト。,暗い、ドライ,クライド・ライト,,,,,,,,
30342,中田翔と、仲多少いい。,中田翔,仲多少いい,,,,,,,,
30343,勘九郎の我がままに菅、苦労。,勘九郎,菅、苦労,,,,,,,,
30344,未知との遭遇にミッチー殿「sogood！」,未知との遭遇,ミッチー殿「sogood,,,,,,,,
30345,RIEKINASHIの店は利益無し,RIEKINASHI,利益無し,,,,,,,,
30346,マナカネのファンは、真中ね。,マナカネ,真中ね,,,,,,,,
30347,小枝氏の、声出し。,小枝氏,声出し,,,,,,,,
30348,結界師の呪いで、ダムが決壊し・・・。,結界師,決壊し,,,,,,,,
30349,馬木也の好物は、ちまきや。,馬木也,ちまきや,,,,,,,,
30350,松潤・ニノが待つ順にのぉ・・・。,松潤・ニノ,待つ順にのぉ,,,,,,,,
30351,奥日光で、置く日光写真。,奥日光,置く日光写真,,,,,,,,
30352,京川舞は、苦手教科は毎日勉強。,京川舞,教科は毎日,,,,,,,,
30353,名作掘り起こしたメイサ君、ホリを超した。,名作掘り起こした,メイサ君ホリを超した,,,,,,,,
30354,甲子園、柴咲コウ支援。,甲子園,柴咲コウ支援,,,,,,,,
30355,松嶋菜々子を、待つ島7個。,松嶋菜々子,待つ島7個,,,,,,,,
30356,西野カナと一緒に死のーかな。,西野カナ,一緒に死のーかな,,,,,,,,
30357,カン・スーヨンの苦手は、関数よん。,カン・スーヨン,関数よん,,,,,,,,
30358,「有機化合物」と佑樹、加護をぶつ。,有機化合物,佑樹、加護をぶつ,,,,,,,,
30359,いじけるルイージ、ハイジ蹴る。,いじける,ハイジ蹴る,,,,,,,,
30360,高尾山に登るタカ、おっさん。,高尾山,タカ、おっさん,,,,,,,,
30361,パンクラスのメンバーとショパン、暮らす,パンクラス,ショパン、暮らす,,,,,,,,
30362,和久は苦戦で、ワクワクせん！,和久は苦戦,ワクワクせん,,,,,,,,
30363,ザ・シークが新座市、行く。,ザ・シーク,新座市、行く,,,,,,,,
30364,角界初の、核開発。,角界初,核開発,,,,,,,,
30365,菅と鵜匠に、敢闘賞。,菅と鵜匠,敢闘賞,,,,,,,,
30366,「優良企業作る」と言う遼、起業。,優良企業,言う遼起業,,,,,,,,
30367,引田天功はあくる日、北転向。,引田天功,あくる日、北転向,,,,,,,,
30368,藤木直人は不思議なお人┐<'～`;>┌,藤木直人,不思議なお人,,,,,,,,
30369,「なっち埋葬」って、なっちまいそう。,なっち埋葬,なっちまいそう,,,,,,,,
30370,意志変り、よう勝つ石川遼かっ！,意志変り、よう勝つ,石川遼かっ,,,,,,,,
30371,高千穂峡で、高知補強。,高千穂峡,高知補強,,,,,,,,
30372,『因数とは？なう』、INSTORENOW！,因数とは？なう,INSTORENOW,,,,,,,,
30373,写真館燃えマシャ、震撼。,写真館,マシャ、震撼,,,,,,,,
30374,切り絵が得意な、比企理恵。,切り絵,比企理恵,,,,,,,,
30375,歎異抄読ますの、しょこたんにしよう！,歎異抄読ます,しょこたんにしよう,,,,,,,,
30376,辺土名一茶から、返答無いさー。,辺土名一茶,返答無いさ,,,,,,,,
30377,大捜査線のキャストに代走させん！,大捜査線,代走させん,,,,,,,,
30378,目に目にカットバンじゃ、manymanyかっ飛ばん,目に目にカットバン,manymanyかっ飛ばん,,,,,,,,
30379,最多勝を取るのに、時間を割いた翔。,最多勝,割いた翔,,,,,,,,
30380,篠田のペン、私のだ。,篠田,私のだ,,,,,,,,
30381,HEY！輪島！平和島で待っているぜ！,HEY！輪島,平和島,,,,,,,,
30382,サイドスロー投手の財布を、再度掏ろう！,サイドスロー,再度掏ろう,,,,,,,,
30383,野党党首が雇う、投手。,野党党首,雇う投手,,,,,,,,
30384,菅、単打打つのは簡単だ！,菅、単打,簡単だ,,,,,,,,
30385,<申請書類を>まだ受理してない、浜田朱里,まだ受理,浜田朱里,,,,,,,,
30386,アシガバットで足がバットに。,アシガバット,足がバットに,,,,,,,,
30387,三馬身差で勝った騎手が、サンバ審査。,三馬身差,サンバ審査,,,,,,,,
30388,ダルシム等に小遣いを、ネダる志村。,ダルシム等,ネダる志村,,,,,,,,
30389,サラセンは惨めな姿を、晒せん。,サラセン,晒せん,,,,,,,,
30390,大関よ～こっちよ～大関横丁は,大関よ～こっちよ～,大関横丁は,,,,,,,,
30391,若は香椎と居ると、若々しい。,若は香椎,若々しい,,,,,,,,
30392,稀勢の里、帰省の里は大フィーバー。,稀勢の里,帰省の里,,,,,,,,
30393,りんどう湖まで、インリン同行。,りんどう湖,インリン同行,,,,,,,,
30394,3時半にバルサン焚く、参事ハンニバルさん宅,3時半バルサン焚く,参事ハンニバルさん宅,,,,,,,,
30395,摩天楼お披露目を、待てんロウ。,摩天楼,待てんロウ,,,,,,,,
30396,”HeyJude”の歌が好きな兵、柔道も好き！,HeyJude,兵、柔道,,,,,,,,
30397,売り子の仕事を請う、理子。,売り子,請う、理子,,,,,,,,
30398,タシケントで三田氏、拳闘。,タシケント,三田氏、拳闘,,,,,,,,
30399,JINが応援する、ジンガ。,JIN,ジンガ,,,,,,,,
30400,各県と交流がある、賀来賢人。,各県と,賀来賢人,,,,,,,,
30401,「美佳はや！」と嫌う、三河屋。,美佳はや,三河屋,,,,,,,,
30402,KARAの名前が分からない。,KARA,分からない,,,,,,,,
30403,宇井氏は、ナウいし。,宇井氏,ナウいし,,,,,,,,
30404,TERUも使ってる、テルモ。,TERUも,テルモ,,,,,,,,
30405,たむらけんじを起訴した、北村検事。,たむらけんじ,北村検事,,,,,,,,
30406,鉄道網を破壊するテツ、獰猛。,鉄道網,テツ、獰猛,,,,,,,,
30407,銭形刑事の出身わかる？知ってるぜ新潟！,銭形刑事,知ってるぜ新潟,,,,,,,,
30408,トトロは、トットロー。,トトロ,トットロー,,,,,,,,
30409,某・東欧の国の投手は暴投王。,某・東欧,暴投王,,,,,,,,
30410,KARAだけが行けた、宝田家。,KARAだけ,宝田家,,,,,,,,
30411,デル・リオに殴られ、死んでる理央。,デル・リオ,死んでる理央,,,,,,,,
30412,福原の暴投に、吹く原。,福原,吹く原,,,,,,,,
30413,「菅、村民に謝れ！」と言う、カン・ソンミン。,菅、村民,カン・ソンミン,,,,,,,,
30414,ダルシム等に、金をネダる志村。,ダルシム等,ネダる志村,,,,,,,,
30415,「吉良、あか～ん！」と叫ぶ、キラー・カーン。,吉良、あか～ん,キラー・カーン,,,,,,,,
30416,一昨日貸した時に、音追加した。,一昨日貸した,音追加した,,,,,,,,
30417,ズレ―タの家にアバずれ、居た。,ズレ―タ,アバずれ、居た,,,,,,,,
30418,大泉洋に「おーい、図見よう。」,大泉洋,おーい、図見よう,,,,,,,,
30419,イルハン氏が要る、半紙。,イルハン氏,要る、半紙,,,,,,,,
30420,ゲーセンが有る、捕鯨船。,ゲーセン,捕鯨船,,,,,,,,
30421,にごりえにゴリエ感動。,にごりえ,にゴリエ,,,,,,,,
30422,証拠集めに、翔子熱め。,証拠集め,翔子熱め,,,,,,,,
30423,高津、岸が行く高槻市。,高津、岸,高槻市,,,,,,,,
30424,虎南有香とコナン、床に寝る。,虎南有香,コナン、床に寝る,,,,,,,,
30425,翔子迂回し、商工会へ。,翔子迂回,商工会,,,,,,,,
30426,「上司に、噛みつこ！」と言う、丘みつ子。,噛みつこ,丘みつ子,,,,,,,,
30427,アキラ、メル友になること諦めるとも！,アキラ、メル友,諦めるとも,,,,,,,,
30428,江草のファンの三枝。,江草,三枝,,,,,,,,
30429,壱成の腕に、「いっせーのーで！」,壱成の腕,いっせーのーで,,,,,,,,
30430,下と上と誤った上戸彩待った～！,上と誤った,上戸彩待った,,,,,,,,
30431,オルセン氏の鼻っ柱を、折る戦士。,オルセン氏,折る戦士,,,,,,,,
30432,城島が刺すと上司、魔が差す。,城島が刺す,上司、魔が差す,,,,,,,,
30433,「オ～、しまった！」と言う王氏、待った。,オ～、しまった,王氏、待った,,,,,,,,
30434,タイ国債を買うタイコ、臭い。,タイ国債,タイコ、臭い,,,,,,,,
30435,ダラ・シン氏は、死んだら紳士。,ダラ・シン氏,死んだら紳士,,,,,,,,
30436,ゾー・モーがしてる増毛。,ゾー・モー,増毛,,,,,,,,
30437,隆、中区で出会った高品格。,隆、中区,高品格,,,,,,,,
30438,汚点ばかりな、おてんば香里奈。,汚点ばかりな,おてんば香里奈,,,,,,,,
30439,宝船をタカ、Loveね！,宝船,タカ、Loveね,,,,,,,,
30440,朝、檜山を見かけた旭山。,朝、檜山,旭山,,,,,,,,
30441,野呂佳代はノロノロかよ！,野呂佳代,ノロノロかよ,,,,,,,,
30442,「体重が、多すぎる」と、仰すギル。,多すぎる,仰すギル,,,,,,,,
30443,<番組>開始時から、中居支持。,開始時,中居支持,,,,,,,,
30444,カラオケの曲にKARA、置け！,カラオケ,KARA、置け,,,,,,,,
30445,機長、絵遺贈のシーンは貴重映像。,機長絵遺贈,貴重映像,,,,,,,,
30446,郷、窮すると号泣する。,郷、窮する,号泣する,,,,,,,,
30447,武井咲のあったけぇ笑み。,武井咲,あったけぇ笑み,,,,,,,,
30448,幹事長徳井は、漢字超得意！,幹事長徳井,漢字超得意,,,,,,,,
30449,福祉課の話に吹く、cica。,福祉課,吹く、cica,,,,,,,,
30450,大塚寧々に、追っ付かねーね。,大塚寧々,追っ付かねーね,,,,,,,,
30451,対抗戦で出したい光線。,対抗戦,出したい光線,,,,,,,,
30452,上から麻理子、うえっ！絡まりっ子！,上から麻理子,うえっ！絡まりっ子,,,,,,,,
30453,「イクラちゃん家の入浴剤は？」「バーブ」,入浴剤,バーブ,,,,,,,,
30454,亜弥！満里奈に謝りな！！,亜弥！満里奈,謝りな,,,,,,,,
30455,ショートコント見に、師匠と来んと。,ショートコント,師匠と来んと,,,,,,,,
30456,鈴木京香と田丸美寿々帰郷か。,鈴木京香,田丸美寿々帰郷か,,,,,,,,
30457,淫乱ドリーが下着を盗む、コインランドリー。,淫乱ドリー,コインランドリー,,,,,,,,
30458,乾燥肌にも負けず菅、走破だ！,乾燥肌,菅、走破だ,,,,,,,,
30459,空気嫁の体を悟空、清め・・・。,空気嫁,悟空、清め,,,,,,,,
30460,間借りをした津曲。,間借り,津曲,,,,,,,,
30461,飯尾、床に就けばいい男。,飯尾,いい男,,,,,,,,
30462,4番のヒットを筆頭に・・・,ヒット,筆頭,,,,,,,,
30463,追試験を受ける、光石研。,追試験,光石研,,,,,,,,
30464,風刺されるカフー氏。,風刺,カフー氏,,,,,,,,
30465,原辰徳夫人、腹立つの理不尽。,原辰徳夫人,腹立つの理不尽,,,,,,,,
30466,倉見にある、企み。,倉見,企み,,,,,,,,
30467,杏、豪華にする暗号化。,杏、豪華,暗号化,,,,,,,,
30468,「広陵高に入れろ！」と請う、涼子。,広陵高,請う、涼子,,,,,,,,
30469,萌えるとウコンくれる、燃える闘魂。,萌えるウコン,燃える闘魂,,,,,,,,
30470,来園した、オブライエン。,来園,オブライエン,,,,,,,,
30471,壇上にいるダンジョー。,壇上,ダンジョー,,,,,,,,
30472,悪役の写真を阿久、焼く。,悪役,阿久、焼く,,,,,,,,
30473,シャー芯貸したらシャア進化した。,シャー芯貸し,シャア進化した,,,,,,,,
30474,新小岩で見た、おしん濃いわ！,新小岩,おしん濃いわ,,,,,,,,
30475,今日、ソーサは越境捜査。,今日、ソーサ,越境捜査,,,,,,,,
30476,和田毅の活躍で、際立つ吉井。,和田毅,際立つ吉井,,,,,,,,
30477,「ゴーストライダー」観たゴーストライター三田,ゴーストライダー観た,ゴーストライター三田,,,,,,,,
30478,その絵本は、ええ本ぢゃ！,絵本,ええ本ぢゃ,,,,,,,,
30479,長田成哉の横顔さ、ダセ～や！,長田成哉,横顔さ、ダセ～や,,,,,,,,
30480,松下奈緒と待つし、棚を。,松下奈緒,待つし、棚を,,,,,,,,
30481,道志村ってどう？志村。,道志村,どう？志村,,,,,,,,
30482,復帰レター渡し、ふっきれた私。,復帰レター渡し,ふっきれた私,,,,,,,,
30483,渡哲也は足りて艶。,渡哲也,は足りて艶,,,,,,,,
30484,長州作の絵は超秀作。,長州作,超秀作,,,,,,,,
30485,「もう既に・・・」と、申すデ二ー。,もう既に,申すデ二ー,,,,,,,,
30486,平光、心を開こう！,平光,開こう,,,,,,,,
30487,写真はフォトんど撮りません。,写真,フォトんど,,,,,,,,
30488,人を、危める彩芽。,危め,彩芽,,,,,,,,
30489,えなりかずきみてぇな、理科好き。,えなりかずき,みてぇな、理科好き,,,,,,,,
30490,KARAと獏が、バカラ賭博。,KARAと獏,バカラ賭博,,,,,,,,
30491,永井荷風同様、便所の長いカフー。,永井荷風,長いカフー,,,,,,,,
30492,再検討に葛西、健闘。,再検討,葛西、健闘,,,,,,,,
30493,福盛のせいで大阪府、曇り。,福盛,大阪府、曇り,,,,,,,,
30494,知識人の大道氏、奇人。,知識人,大道氏、奇人,,,,,,,,
30495,万が一、漫画市でパーマンが1位なら…,万が一,漫画市パーマンが1位,,,,,,,,
30496,克也、灸をすると勝つ野球をする。,克也、灸,勝つ野球,,,,,,,,
30497,山井は親を敬い・・・。,山井,敬い,,,,,,,,
30498,ハンセン氏のおばはん、戦死。,ハンセン氏,おばはん、戦死,,,,,,,,
30499,養蜂家の成功に、酔うほうか。,養蜂家,酔うほうか,,,,,,,,
30500,城所に多い泣き所。,城所,泣き所,,,,,,,,
30501,凶作に終わった補強策。,凶作,補強策,,,,,,,,
30502,申し遅れたら野茂、牛をくれた。,申し遅れ,野茂、牛をくれた,,,,,,,,
30503,綾瀬が子をあやせ！,綾瀬,あやせ,,,,,,,,
30504,量的緩和のアドバイスを、遼って聞かんわ！,量的緩和,遼って聞かんわ,,,,,,,,
30505,簡単操作に対し感嘆、ソーサ。,簡単操作,感嘆ソーサ,,,,,,,,
30506,<麻雀>愛好者は、試合巧者。,愛好者,試合巧者,,,,,,,,
30507,二ヤケ顔が誤解で殴られ、安仁屋怪我を・・・。,二ヤケ顔,安仁屋怪我を,,,,,,,,
30508,チェンジマン出演をチェン、自慢。,チェンジマン,チェン、自慢,,,,,,,,
30509,ドナウに、ウドなう。,ドナウ,ウドなう,,,,,,,,
30510,海外投資する、中居が愛おしい。,海外投資,中居が愛おしい,,,,,,,,
30511,気休めばかり言う、幹保め！,気休め,幹保め,,,,,,,,
30512,為末氏と徒競争を、試す絵師,為末氏,試す絵師,,,,,,,,
30513,本当の司令塔は誰なのか知れ！伊東！,司令塔,知れ！伊東,,,,,,,,
30514,浅尾拓也は朝、オタクや！,浅尾拓也,朝、オタクや,,,,,,,,
30515,あんたの、四股名は好子な！,四股名,好子な,,,,,,,,
30516,粟生、都市内では会おうとしない。,粟生、都市内,会おうとしない,,,,,,,,
30517,具臺晟がニューヨークで損。,具臺晟,ニューヨークで損,,,,,,,,
30518,誘惑の多い、自由枠。,誘惑,自由枠,,,,,,,,
30519,ネルソン氏と寝る尊師。,ネルソン氏,寝る尊師,,,,,,,,
30520,腹上死のニュースに吹く、上司。,腹上死,吹く、上司,,,,,,,,
30521,曰く増した、岩隅氏。,曰く増し,岩隅氏,,,,,,,,
30522,市役所のミスに俊哉、苦笑。,市役所,俊哉、苦笑,,,,,,,,
30523,「海援隊？開演たい」としか言えんたい！,海援隊,開演たいとしか言えんたい,,,,,,,,
30524,<芸人を>再起不能になり税金を斉木、不納,再起不能,斉木、不納,,,,,,,,
30525,カラヤン、だからやん！,カラヤン,だからやん,,,,,,,,
30526,柔道着で、暖と段を取る。,暖,段,,,,,,,,
30527,少年馬場には、正念場バックドロップ！,少年馬場,正念場バックドロップ,,,,,,,,
30528,相撲取りの雄姿に、スミスもウットリ。,相撲取り,スミスもウットリ,,,,,,,,
30529,秀太、異性に見せられた集大成。,秀太、異性,集大成,,,,,,,,
30530,得意科目を聞かれ、徳井寡黙に。,得意科目,徳井寡黙,,,,,,,,
30531,カラヤン家が好きなのは、KARAやんけ！,カラヤン家,KARAやんけ,,,,,,,,
30532,吉見とは、昔のよしみ。,吉見,よしみ,,,,,,,,
30533,グラフに、貢ぐ裸婦。,グラフ,貢ぐ裸婦,,,,,,,,
30534,孔明氏が請う、名刺。,孔明氏,請う、名刺,,,,,,,,
30535,スクリュー<ボール>が決まり、胸が空くRYU。,スクリュー,胸が空くRYU,,,,,,,,
30536,「運命」って・・うん、名曲だと思う。,運命,うん、名曲,,,,,,,,
30537,美馬氏の雄姿を、見ました。,美馬氏,見ました,,,,,,,,
30538,浅茅陽子が朝、滋養請う。,浅茅陽子,朝、滋養請う,,,,,,,,
30539,ケンシロウ、保険知ろう。,ケンシロウ,保険知ろう,,,,,,,,
30540,大島家との勝負に、王氏負け。,大島家,王氏負け,,,,,,,,
30541,報奨で貰った紫綬褒章。,報奨,紫綬褒章,,,,,,,,
30542,僕、寝具が好きで、ボクシングも好きです。,僕、寝具好き,ボクシング好き,,,,,,,,
30543,キートン氏ときい、頓死。,キートン氏,きい、頓死,,,,,,,,
30544,大隣が次の王となり。,大隣,王となり,,,,,,,,
30545,近江線の写真を王、見せん。,近江線,王、見せん,,,,,,,,
30546,リュックベッソンの、リュック別損。,リュックベッソン,リュック別損,,,,,,,,
30547,半身浴やった。阪神、よくやった。,半身浴やった,阪神、よくやった,,,,,,,,
30548,<獲物を>見逃しみの、餓死,見逃し,みの、餓死,,,,,,,,
30549,任期長くとも、人気なGACKT。,任期長く,人気なGACKT,,,,,,,,
30550,バッハ中期作、バッファ中,バッハ,バッファ,,,,,,,,
30551,新庄役の者が結んだ、不可侵条約。,新庄役,不可侵条約,,,,,,,,
30552,内野陣には、いない野人。,内野陣,いない野人,,,,,,,,
30553,痛打を浴びるのは普通だ！,痛打,普通だ,,,,,,,,
30554,麻雀やる奴暇ーじゃん！,麻雀,暇ーじゃん,,,,,,,,
30555,日下の屁は、とっても臭か！,日下,臭か,,,,,,,,
30556,セルジオの前で、焦るジオ。,セルジオ,焦るジオ,,,,,,,,
30557,戸田氏のジャンケンは、後出し。,戸田氏,後出し,,,,,,,,
30558,早朝マラソンする、総長。,早朝,総長,,,,,,,,
30559,安仁屋は、俺の兄や！,安仁屋,兄や,,,,,,,,
30560,甲本氏に許しを請う、元司。,甲本氏,請う、元司,,,,,,,,
30561,球児の登板は、緊急時。,球児,緊急時,,,,,,,,
30562,正田が打った、決勝打。,正田,決勝打,,,,,,,,
30563,鷲谷の好物はイワシや！,鷲谷,イワシや,,,,,,,,
30564,steel<鋼鉄>をsteal<盗む>,steel,steal,,,,,,,,
30565,ピーターの隣に、ブラピ居たぁ！,ピーター,ブラピ居たぁ,,,,,,,,
30566,恩田の動きは、不穏だ！,恩田,不穏だ,,,,,,,,
30567,マハラジャ好きの馬原じゃ！,マハラジャ,馬原じゃ,,,,,,,,
30568,悟空いたよ、すごく浮いたよ！,悟空いたよ,すごく浮いたよ,,,,,,,,
30569,「一命」は名作と言っちめい！,一命,言っちめい,,,,,,,,
30570,オサスナの選手に押さすな。,オサスナ,押さすな,,,,,,,,
30571,深呼吸おしんこ9個一気食い,深呼吸,おしんこ9個,,,,,,,,
30572,久万オーナーはこれ以上、岩隅追うなぁ！,久万オーナー,岩隅追うなぁ,,,,,,,,
30573,千葉市が好きな、一場氏。,千葉市,一場氏,,,,,,,,
30574,前田のライバルは、今江だ！,前田,今江だ,,,,,,,,
30575,「好きなアイドルは、KARAだ」と言う宝田。,KARAだ,宝田,,,,,,,,
30576,「頑張らんと！」と言われ、ガンバ乱闘。,頑張らんと,ガンバ乱闘,,,,,,,,
30577,人生の末路を、待つ呂。,末路,待つ呂,,,,,,,,
30578,六件の仕事がある、ブロッケン。,六件,ブロッケン,,,,,,,,
30579,砂嵐を起こしたのはコスナーらしい。,砂嵐,コスナーらしい,,,,,,,,
30580,9回にドラマがある、野球界,9回,野球界,,,,,,,,
30581,チャン・グンソクの軍足。,チャン・グンソク,軍足,,,,,,,,
30582,すぐロケを始める、勝呂家。,すぐロケ,勝呂家,,,,,,,,
30583,和真がもらった、若妻。,和真,若妻,,,,,,,,
30584,内之倉氏が自慢する、うちの暮らし。,内之倉氏,うちの暮らし,,,,,,,,
30585,池谷は濃い毛がや！,池谷,濃い毛がや,,,,,,,,
30586,「おぅ、伊豆見よう！」と言う、大泉洋。,おぅ、伊豆見よう,大泉洋,,,,,,,,
30587,大阪拘置所で、サッカーコーチしよ。,拘置所,サッカーコーチしよ,,,,,,,,
30588,「崇高だ！」と言いつつ、大麻を吸う倖田,崇高だ,吸う倖田,,,,,,,,
30589,写真に対して、真摯な紀信氏。,真摯,紀信氏,,,,,,,,
30590,無性に気になる、ゲームショウ。,無性に,ゲームショウ,,,,,,,,
30591,絵がちゃんと書ける、エガちゃん。,絵がちゃんと,エガちゃん,,,,,,,,
30592,「苦しいな！」と言いながら、来る椎名。,苦しいな,来る椎名,,,,,,,,
30593,<シナリオを>熟読して杏樹、口説く,熟読,杏樹、口説く,,,,,,,,
30594,3マイル先に、さんま居る,3マイル,さんま居る,,,,,,,,
30595,みのもんたが君のモンタナ州へ！,みのもんた,君のモンタナ州へ,,,,,,,,
30596,両親に看取られ、遼死んだ。,両親,遼死んだ,,,,,,,,
30597,トムカイトのお陰で、富む海東。,トムカイト,富む海東,,,,,,,,
30598,たらい回しにされた、渡会。,たらい,渡会,,,,,,,,
30599,安曇野の皆さんは、安住no！,安曇野,安住no,,,,,,,,
30600,強者と言えない香車。,強者,香車,,,,,,,,
30601,身の毛がよだつ、みの家。,身の毛,みの家,,,,,,,,
30602,ノリス消した、ノリスケ氏。,ノリス消し,ノリスケ氏,,,,,,,,
30603,紀藤が頑張った、力投。,紀藤,力投,,,,,,,,
30604,「よう！代官！！」と挨拶する、陽岱鋼,よう！代官,陽岱鋼,,,,,,,,
30605,円滑な人柄の人は、演歌通。,円滑,演歌通,,,,,,,,
30606,相田に欠けてるのは、気合だ！,相田,気合だ,,,,,,,,
30607,田尾家が、買うた桶。,田尾家,買うた桶,,,,,,,,
30608,名刺を無くした、呂明賜,名刺,呂明賜,,,,,,,,
30609,「すぐ利子払え！」という、村主氏。,すぐ利子,村主氏,,,,,,,,
30610,ラマン出演者は、絡まん。,ラマン,絡まん,,,,,,,,
30611,シンジケートに信二、傾倒。,シンジケート,信二、傾倒,,,,,,,,
30612,大和田伸也に、王は打診や！,大和田伸也,王は打診や,,,,,,,,
30613,今夜のお立ち台は、バークレオ達だい！,お立ち台,バークレオ達だい,,,,,,,,
30614,拝島線内に、ハイジいません。,拝島線,ハイジいません,,,,,,,,
30615,「映画楽しいな」と言った、A型の椎名。,映画楽しいな,A型の椎名,,,,,,,,
30616,モデルがもう出る！,モデル,もう出る,,,,,,,,
30617,東尾理子とヒガシ、お利口。,東尾理子,ヒガシ、お利口,,,,,,,,
30618,「バカタレ！」と言った真意を、馬場語れ！,バカタレ,馬場語れ,,,,,,,,
30619,べッカム氏はレベッカ、無視。,べッカム氏,レベッカ、無視,,,,,,,,
30620,円価格で演歌、欠く。,円価格,演歌、欠く,,,,,,,,
30621,爆弾魔のニュースに獏、だんまり。,爆弾魔,獏、だんまり,,,,,,,,
30622,一手指そうと誘う。,指そう,誘う,,,,,,,,
30623,帆船に乗る、スタン・ハンセン。,帆船,スタン・ハンセン,,,,,,,,
30624,甲子園で、子を支援。,甲子園,子を支援,,,,,,,,
30625,「違法人事、4件？」と異邦人ジョン・ケント,違法人事、4件,異邦人ジョン・ケント,,,,,,,,
30626,高感度カメラでわが子を感動させる。,高感度,わが子を感動,,,,,,,,
30627,答弁をするベートーベン,答弁,ベートーベン,,,,,,,,
30628,<人の>人生観を変えるJIN、精悍,人生観,JIN、精悍,,,,,,,,
30629,メジャーに行ったの何人目じゃー！,メジャー,何人目じゃー,,,,,,,,
